GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000174326	17	6944949	6947242	3	1	3424931	-0.71207	0.76179	SLC16A11
ENSG00000132514	17	6977856	6983626	15	4	3544266	1.0521	0.14638	CLEC10A
ENSG00000161944	17	7004641	7019019	72	11	3509089	0.34447	0.36525	ASGR2
ENSG00000141505	17	7076750	7082883	7	3	3248447	0.6609	0.25434	ASGR1
ENSG00000132535	17	7093209	7123021	38	8	3517200	1.6727	0.047195	DLG4
ENSG00000072778	17	7120444	7128592	9	2	3553839	1.4026	0.080369	ACADVL
ENSG00000004975	17	7128660	7137864	10	3	3567694	0.64349	0.25995	DVL2
ENSG00000040633	17	7138347	7143041	4	2	3380562	0.7466	0.22765	PHF23
ENSG00000170296	17	7143333	7146089	3	2	3561871	-1.2699	0.89794	GABARAP
ENSG00000262526	17	7143746	7147954	3	2	3561871	-1.2699	0.89794	CTD-2545G14.7
ENSG00000175826	17	7146910	7155810	6	2	3508299	0.51797	0.30224	CTDNEP1
ENSG00000262302	17	7150148	7165408	21	3	3553100	0.094463	0.46237	RP1-4G17.5
ENSG00000170291	17	7154735	7163259	12	2	3549830	-0.08959	0.53569	ELP5
ENSG00000181885	17	7163222	7167302	6	3	3532916	0.57477	0.28272	CLDN7
ENSG00000181856	17	7184986	7191576	8	3	3535806	-0.21206	0.58397	SLC2A4
ENSG00000006047	17	7191571	7197934	8	2	3515635	0.80318	0.21094	YBX2
ENSG00000132507	17	7210318	7215774	11	3	3553164	2.2902	0.011006	EIF5A
ENSG00000132522	17	7214643	7218883	5	2	3577367	2.096	0.018043	GPS2
ENSG00000261915	17	7215980	7222493	11	3	3547297	2.5891	0.0048117	RP11-542C16.2
ENSG00000215041	17	7218947	7232712	16	4	3544862	2.5588	0.0052521	NEURL4
ENSG00000072818	17	7239848	7254797	21	8	3497576	1.9611	0.024932	ACAP1
ENSG00000213859	17	7255208	7258258	4	2	3505309	-0.4489	0.67325	KCTD11
ENSG00000182896	17	7258442	7260538	3	1	3480157	1.1197	0.13143	TMEM95
ENSG00000174292	17	7283853	7293093	35	9	3522649	1.8453	0.032499	TNK1
ENSG00000187838	17	7293046	7307416	25	6	3526501	1.9327	0.026638	TMEM256-PLSCR3
ENSG00000262481	17	7293053	7307416	25	6	3526501	1.9327	0.026638	C17orf61-PLSCR3
ENSG00000205544	17	7306294	7307456	4	2	3509438	1.4609	0.072018	TMEM256
ENSG00000169992	17	7308193	7323179	25	12	3501584	3.8123	6.8839e-05	NLGN2
ENSG00000181323	17	7323679	7324951	2	1	3471712	0.20256	0.41974	SPEM1
ENSG00000184560	17	7328934	7330887	2	1	3487952	0.83627	0.2015	C17orf74
ENSG00000181284	17	7338762	7340998	3	1	3583863	-0.098319	0.53916	TMEM102
ENSG00000161958	17	7341592	7348256	8	2	3571683	2.744	0.0030349	FGF11
ENSG00000170175	17	7348380	7361026	30	5	3534202	2.5557	0.0052993	CHRNB1
ENSG00000174282	17	7362685	7387582	52	8	3474803	3.2413	0.00059483	ZBTB4
ENSG00000259224	17	7384721	7386383	6	2	3465373	2.6666	0.0038312	SLC35G6
ENSG00000181222	17	7387685	7417933	114	8	3496685	2.8873	0.0019431	POLR2A
ENSG00000239697	17	7452208	7464925	29	8	3541385	1.3673	0.085765	TNFSF12
ENSG00000248871	17	7452416	7464918	29	8	3541385	1.3673	0.085765	TNFSF12-TNFSF13
ENSG00000161955	17	7461609	7464925	5	3	3566766	2.8808	0.0019833	TNFSF13
ENSG00000161956	17	7465192	7475287	20	7	3520891	2.0246	0.021454	SENP3
ENSG00000161960	17	7476024	7482323	19	6	3542573	1.2683	0.10235	EIF4A1
ENSG00000129226	17	7482785	7485429	5	3	3545200	2.7889	0.0026444	CD68
ENSG00000129255	17	7486847	7496107	9	4	3541236	3.3982	0.00033915	MPDU1
ENSG00000129194	17	7491496	7493488	4	2	3496072	2.4378	0.0073877	SOX15
ENSG00000129245	17	7494548	7518189	36	9	3499962	2.8271	0.0023486	FXR2
ENSG00000129214	17	7517382	7536700	36	9	3526522	2.3882	0.0084665	SHBG
ENSG00000141504	17	7529552	7531194	3	1	3583863	0.99444	0.16001	SAT2
ENSG00000129244	17	7549945	7561086	32	5	3517651	2.4231	0.0076944	ATP1B2
ENSG00000141510	17	7565097	7590856	66	15	3500205	1.8523	0.03199	TP53
ENSG00000141499	17	7589389	7606820	22	4	3452921	1.0818	0.13967	WRAP53
ENSG00000108947	17	7608520	7614696	9	3	3516969	2.0069	0.022383	EFNB3
ENSG00000183914	17	7620672	7737062	186	23	3518500	0.065371	0.47394	DNAH2
ENSG00000132510	17	7743222	7758114	22	6	3490203	4.0351	2.7292e-05	KDM6B
ENSG00000167874	17	7758383	7759417	2	1	3404523	1.2038	0.11433	TMEM88
ENSG00000183011	17	7760003	7788556	49	9	3501473	3.9003	4.8034e-05	LSMD1
ENSG00000182224	17	7761064	7765600	4	2	3577184	0.2184	0.41356	CYB5D1
ENSG00000170004	17	7788124	7816078	23	7	3545337	1.6929	0.045241	CHD3
ENSG00000170049	17	7825177	7833121	14	4	3562336	1.3239	0.092761	KCNAB3
ENSG00000262730	17	7829249	7833940	11	3	3562370	1.6145	0.053207	RP11-1099M24.7
ENSG00000170043	17	7833663	7835441	4	2	3583863	0.79731	0.21263	TRAPPC1
ENSG00000170037	17	7835419	7853236	36	3	3535015	1.5394	0.061848	CNTROB
ENSG00000132518	17	7905912	7923657	34	9	3539724	0.56596	0.28571	GUCY2D
ENSG00000179593	17	7942335	7952452	39	9	3520126	1.1287	0.12951	ALOX15B
ENSG00000179477	17	7975954	7991021	34	9	3549905	0.50763	0.30586	ALOX12B
ENSG00000214999	17	7982800	7984883	5	3	3570871	0.6184	0.26816	AC129492.6
ENSG00000179148	17	7999218	8022365	21	8	3507788	2.6573	0.0039381	ALOXE3
ENSG00000179111	17	8023908	8027410	8	4	3559212	2.6593	0.0039154	HES7
ENSG00000179094	17	8043790	8059824	25	7	3518536	5.1388	1.3821e-07	PER1
ENSG00000263620	17	8054134	8066293	17	3	3513758	5.9078	1.7333e-09	RP11-599B13.6
ENSG00000220205	17	8062467	8066864	7	2	3534512	5.6117	1.0016e-08	VAMP2
ENSG00000179029	17	8076555	8079717	9	3	3424667	5.5566	1.3755e-08	TMEM107
ENSG00000196544	17	8091652	8093564	1	1	3424520	-0.19065	0.5756	C17orf59
ENSG00000178999	17	8108056	8113918	11	4	3585039	4.9235	4.2507e-07	AURKB
ENSG00000178971	17	8130191	8151362	51	10	3532537	5.5364	1.5433e-08	CTC1
ENSG00000178921	17	8150936	8173809	55	11	3533783	2.9341	0.0016723	PFAS
ENSG00000125434	17	8191081	8198661	15	6	3514635	2.8345	0.0022951	SLC25A35
ENSG00000108961	17	8191815	8193410	4	1	3551987	0.89109	0.18644	RANGRF
ENSG00000198844	17	8213559	8225829	37	10	3563486	3.5391	0.00020071	ARHGEF15
ENSG00000184650	17	8243182	8249364	27	3	3571713	1.8095	0.035185	ODF4
ENSG00000198150	17	8261731	8263538	1	1	3551383	0.59656	0.2754	AC135178.1
ENSG00000184619	17	8271955	8280029	13	4	3578369	1.2668	0.10261	KRBA2
ENSG00000263809	17	8271956	8286505	27	6	3552333	1.4464	0.074033	RP11-849F2.7
ENSG00000161970	17	8280838	8286531	14	4	3528158	1.4594	0.072222	RPL26
ENSG00000189051	17	8294022	8301144	15	5	3554761	-1.2756	0.89895	RNF222
ENSG00000166579	17	8316449	8393729	89	13	3528999	2.1721	0.014923	NDEL1
ENSG00000133026	17	8377523	8534079	191	11	3541222	1.9787	0.023927	MYH10
ENSG00000161973	17	8633252	8648537	43	7	3537108	0.091508	0.46354	CCDC42
ENSG00000183318	17	8656424	8661877	9	3	3543765	0.10437	0.45844	SPDYE4
ENSG00000185156	17	8700436	8702667	4	2	3564293	-0.0821	0.53272	MFSD6L
ENSG00000174083	17	8706041	8770994	88	14	3516426	1.7448	0.040506	PIK3R6
ENSG00000141506	17	8782233	8869029	121	22	3532201	-1.8659	0.96897	PIK3R5
ENSG00000065320	17	8924859	9147317	679	70	3535511	1.5758	0.057538	NTN1
ENSG00000170310	17	9153788	9479908	638	77	3505102	0.58141	0.28048	STX8
ENSG00000166596	17	9479944	9546776	58	11	3498296	0.61874	0.26804	WDR16
ENSG00000154914	17	9548015	9633008	135	17	3516855	-1.2988	0.903	USP43
ENSG00000184544	17	9674751	9694614	57	7	3530876	0.069933	0.47212	DHRS7C
ENSG00000214978	17	9694544	9725388	83	11	3517231	-1.4093	0.92063	RP11-477N12.3
ENSG00000065325	17	9725523	9795419	197	15	3532393	2.411	0.0079536	GLP2R
ENSG00000109047	17	9799637	9808938	42	5	3514141	1.5134	0.065087	RCVRN
ENSG00000007237	17	9813926	10101868	805	113	3526353	1.1385	0.12746	GAS7
ENSG00000264194	17	10048831	10050277	7	3	3516322	0.59531	0.27582	AC000003.2
ENSG00000006788	17	10201401	10276447	238	27	3528075	0.18296	0.42741	MYH13
ENSG00000133020	17	10293639	10325267	37	4	3545587	0.80277	0.21105	MYH8
ENSG00000264424	17	10346607	10372876	32	4	3535400	1.1682	0.12136	MYH4
ENSG00000109061	17	10395624	10421860	29	6	3552370	1.276	0.10098	MYH1
ENSG00000125414	17	10424465	10453274	54	5	3529405	1.7653	0.038756	MYH2
ENSG00000109063	17	10531843	10560626	83	4	3541752	-0.34391	0.63454	MYH3
ENSG00000133028	17	10583654	10601692	21	2	3548744	1.6256	0.052015	SCO1
ENSG00000170222	17	10600911	10614550	23	2	3537163	1.2983	0.097085	ADPRM
ENSG00000187824	17	10602332	10633633	89	2	3534349	1.2944	0.097755	TMEM220
ENSG00000233670	17	10725792	10741762	32	7	3549951	1.6937	0.045166	PIRT
ENSG00000188803	17	11144580	11467380	950	91	3539867	4.5809	2.315e-06	SHISA6
ENSG00000007174	17	11501748	11873065	732	67	3507201	2.6336	0.0042242	DNAH9
ENSG00000154957	17	11880756	11900827	31	5	3559056	0.15306	0.43917	ZNF18
ENSG00000065559	17	11924141	12047147	135	11	3496615	0.50776	0.30581	MAP2K4
ENSG00000141052	17	12569207	12672266	246	35	3530978	-1.0477	0.85262	MYOCD
ENSG00000273452	17	12626199	12661542	58	14	3529425	-1.4646	0.92848	AC005358.1
ENSG00000006740	17	12692856	12894960	667	52	3532321	0.89988	0.18409	ARHGAP44
ENSG00000006744	17	12895708	12921504	151	7	3531766	-0.88205	0.81113	ELAC2
ENSG00000153976	17	13399006	13505244	352	36	3524991	2.4375	0.0073941	HS3ST3A1
ENSG00000006695	17	13972813	14111994	348	33	3514111	1.2764	0.1009	COX10
ENSG00000223510	17	14138990	14140179	1	1	3116654	-0.21521	0.5852	CDRT15
ENSG00000125430	17	14204400	14252721	121	31	3505856	2.2184	0.013262	HS3ST3B1
ENSG00000109099	17	15133095	15168643	71	10	3543276	-0.67857	0.75129	PMP22
ENSG00000125409	17	15207128	15244958	104	14	3563377	-2.6273	0.9957	TEKT3
ENSG00000239704	17	15339332	15406922	161	25	3521223	0.72066	0.23556	CDRT4
ENSG00000259024	17	15339338	15466875	253	24	3513311	0.31842	0.37508	TVP23C-CDRT4
ENSG00000175106	17	15341205	15466909	250	27	3513869	-0.088587	0.53529	TVP23C
ENSG00000241322	17	15468798	15522826	78	11	3433954	0.63402	0.26303	CDRT1
ENSG00000251537	17	15474805	15554967	94	14	3436303	0.76612	0.2218	RP11-385D13.1
ENSG00000221926	17	15531274	15587625	50	7	3509921	0.5152	0.30321	TRIM16
ENSG00000187607	17	15602891	15640874	15	5	3499246	0.36993	0.35572	ZNF286A
ENSG00000255104	17	15603006	15648092	23	6	3506599	0.38402	0.35048	ZNF286A
ENSG00000214946	17	15635561	15649476	12	2	3490488	0.2159	0.41453	TBC1D26
ENSG00000170425	17	15848231	15879060	31	3	3529810	1.4064	0.079807	ADORA2B
ENSG00000214941	17	15879874	15903031	32	3	3553088	2.2978	0.010787	ZSWIM7
ENSG00000011295	17	15902694	15948329	86	6	3500873	1.562	0.059141	TTC19
ENSG00000141027	17	15932471	16121499	249	11	3508177	1.8898	0.029391	NCOR1
ENSG00000227782	17	15943505	15943994	1	1	3583863	1.7106	0.04358	AC002553.1
ENSG00000108474	17	16120505	16252115	195	11	3529909	0.44665	0.32756	PIGL
ENSG00000166582	17	16245848	16256970	8	3	3515554	-0.61915	0.73209	CENPV
ENSG00000170315	17	16284112	16286059	2	1	3337208	-0.62927	0.73541	UBB
ENSG00000187688	17	16318856	16340317	53	8	3504961	2.1725	0.014909	TRPV2
ENSG00000181350	17	16344891	16395467	141	14	3520845	2.3695	0.0089056	FAM211A
ENSG00000141040	17	16454701	16472520	8	2	3521607	0.20017	0.42067	ZNF287
ENSG00000197566	17	16524051	16557170	24	3	3547103	1.3097	0.095148	ZNF624
ENSG00000240505	17	16832849	16875432	150	18	3529381	0.19356	0.42326	TNFRSF13B
ENSG00000133030	17	16945859	17120993	369	23	3535551	2.5379	0.0055768	MPRIP
ENSG00000179598	17	17104309	17109629	14	4	3543970	1.4051	0.080002	PLD6
ENSG00000264187	17	17105963	17140499	98	13	3529898	1.6501	0.04946	RP11-45M22.4
ENSG00000154803	17	17115526	17140502	72	11	3557680	1.656	0.048859	FLCN
ENSG00000141030	17	17150141	17184607	94	9	3527809	1.5129	0.065151	COPS3
ENSG00000205309	17	17206649	17250977	88	13	3525411	0.62633	0.26555	NT5M
ENSG00000141026	17	17380300	17396540	32	6	3543937	0.94675	0.17188	MED9
ENSG00000108551	17	17397751	17399709	7	3	3384748	2.582	0.0049113	RASD1
ENSG00000133027	17	17408877	17495022	197	19	3531819	0.5431	0.29353	PEMT
ENSG00000108557	17	17584787	17714767	157	22	3522065	1.2277	0.10979	RAI1
ENSG00000072310	17	17713713	17740325	33	4	3521176	2.1444	0.016001	SREBF1
ENSG00000175662	17	17746828	17875736	164	6	3503706	1.7039	0.0442	TOM1L2
ENSG00000171962	17	17876127	17920203	61	5	3534513	1.2796	0.10034	LRRC48
ENSG00000171953	17	17880723	17942523	76	6	3531579	1.254	0.10491	ATPAF2
ENSG00000141034	17	17942606	17971718	44	3	3551178	1.2215	0.11096	GID4
ENSG00000108591	17	17991200	18011285	27	4	3499265	2.4498	0.0071459	DRG2
ENSG00000091536	17	18012020	18083116	121	15	3534087	3.8332	6.3245e-05	MYO15A
ENSG00000091542	17	18086392	18113268	59	7	3536924	3.028	0.0012309	ALKBH5
ENSG00000131899	17	18128901	18148189	32	4	3548379	2.3626	0.009074	LLGL1
ENSG00000177731	17	18148150	18162230	15	4	3530333	2.1348	0.016388	FLII
ENSG00000177427	17	18163848	18169866	9	4	3573404	4.2792	9.3783e-06	MIEF2
ENSG00000177302	17	18174742	18218321	77	7	3525394	4.3257	7.6019e-06	TOP3A
ENSG00000176994	17	18218624	18226517	31	4	3543659	4.3257	7.6015e-06	SMCR8
ENSG00000176974	17	18231187	18266856	84	9	3519414	3.5295	0.00020814	SHMT1
ENSG00000214860	17	18280976	18292961	17	3	3478502	3.1657	0.00077358	EVPLL
ENSG00000189375	17	18538319	18565263	1	1	3506852	-1.6656	0.9521	TBC1D28
ENSG00000249459	17	18561742	18585575	12	3	3525176	-0.4293	0.66615	ZNF286B
ENSG00000108448	17	18601311	18639431	10	3	3466240	-0.1759	0.56981	TRIM16L
ENSG00000171931	17	18647326	18682662	20	4	3555419	0.29082	0.38559	FBXW10
ENSG00000171928	17	18684308	18710027	22	4	3535012	0.84312	0.19958	TVP23B
ENSG00000141127	17	18743398	18834581	135	6	3540326	0.13348	0.4469	PRPSAP2
ENSG00000154025	17	18853658	18925908	90	21	3514861	-0.24823	0.59802	SLC5A10
ENSG00000188522	17	18872102	18908117	42	10	3511805	0.45377	0.325	FAM83G
ENSG00000154016	17	18923986	18950950	5	2	3528824	-0.95329	0.82978	GRAP
ENSG00000072134	17	19118928	19240028	122	6	3391652	0.49526	0.31021	EPN2
ENSG00000108641	17	19240867	19281495	62	6	3407140	1.1738	0.12023	B9D1
ENSG00000166482	17	19286755	19290553	2	1	3255233	-0.20354	0.58064	MFAP4
ENSG00000128482	17	19314438	19320589	10	2	3419800	0.10332	0.45885	RNF112
ENSG00000142494	17	19398698	19482347	76	12	3503171	0.14805	0.44115	SLC47A1
ENSG00000072210	17	19551449	19580911	50	7	3397977	-0.35256	0.63779	ALDH3A2
ENSG00000180638	17	19581601	19622292	91	14	3430178	-0.33713	0.63199	SLC47A2
ENSG00000108602	17	19641297	19652256	8	2	3530152	-0.86262	0.80583	ALDH3A1
ENSG00000083290	17	19674142	19771249	117	4	3492315	0.44831	0.32697	ULK2
ENSG00000108599	17	19807615	19881656	67	5	3521264	2.3992	0.0082151	AKAP10
ENSG00000128487	17	19912657	20222339	321	16	3537137	1.0488	0.14713	SPECC1
ENSG00000205212	17	20739760	20799453	38	6	3470667	-0.10402	0.54142	CCDC144NL
ENSG00000124422	17	20902910	20947073	96	11	3522976	1.5751	0.057613	USP22
ENSG00000109016	17	21026677	21096578	71	9	3537557	1.9755	0.024104	DHRS7B
ENSG00000178307	17	21100593	21117937	31	5	3559063	1.721	0.042621	TMEM11
ENSG00000154035	17	21142183	21156722	27	9	3512294	1.424	0.077224	C17orf103
ENSG00000034152	17	21187984	21218552	9	3	3378464	1.2592	0.10398	MAP2K3
ENSG00000184185	17	21279509	21323179	18	5	3487578	-0.52388	0.69982	KCNJ12
ENSG00000212719	17	21428051	21477722	3	1	3516594	0.011826	0.49528	C17orf51
ENSG00000263563	17	21729601	21731762	1	1	3502978	0.51522	0.3032	UBBP4
ENSG00000256618	17	22022437	22023991	4	1	3532027	-2.4485	0.99283	MTRNR2L1
ENSG00000109046	17	25621102	25640657	34	7	3513578	0.75775	0.2243	WSB1
ENSG00000141068	17	25783670	25953461	294	26	3533447	0.55744	0.28861	KSR1
ENSG00000266728	17	25950390	25967803	31	3	3554018	-1.4348	0.92432	AC015688.3
ENSG00000168961	17	25956824	25976586	45	4	3512302	-2.121	0.98304	LGALS9
ENSG00000007171	17	26083792	26127525	96	16	3533925	0.10143	0.4596	NOS2
ENSG00000266202	17	26125832	26220391	163	17	3530307	2.0002	0.022738	RP1-66C13.4
ENSG00000232859	17	26205340	26221778	14	4	3562771	2.8878	0.0019398	LYRM9
ENSG00000087095	17	26368763	26523407	72	30	3513194	3.8184	6.7173e-05	NLK
ENSG00000268206	17	26638667	26642323	1	1	3583863	-0.21752	0.5861	AC061975.10
ENSG00000109084	17	26646121	26655707	11	4	3521686	1.2073	0.11366	TMEM97
ENSG00000109083	17	26655352	26662515	6	3	3517784	1.2496	0.10572	IFT20
ENSG00000109079	17	26662628	26674035	16	6	3492779	0.19743	0.42175	TNFAIP1
ENSG00000004142	17	26673659	26684545	11	5	3489987	0.73422	0.23141	POLDIP2
ENSG00000244045	17	26684604	26708716	46	6	3495134	0.21419	0.4152	TMEM199
ENSG00000109072	17	26691290	26700110	20	3	3508699	0.25201	0.40052	VTN
ENSG00000273171	17	26691310	26695033	10	3	3520852	0.73223	0.23201	CTB-96E2.2
ENSG00000004139	17	26691378	26728065	71	8	3506008	1.1596	0.1231	SARM1
ENSG00000076351	17	26721661	26734215	17	4	3528297	2.1053	0.017631	SLC46A1
ENSG00000258472	17	26782770	26941215	215	27	3509986	1.524	0.063753	RP11-192H23.4
ENSG00000007216	17	26800311	26824799	30	10	3476270	2.1504	0.015763	SLC13A2
ENSG00000109101	17	26833261	26865914	71	10	3521568	1.5918	0.05572	FOXN1
ENSG00000109103	17	26873725	26879686	1	1	3551383	1.0772	0.1407	UNC119
ENSG00000087111	17	26880401	26898890	7	2	3560663	2.0511	0.02013	PIGS
ENSG00000109107	17	26900133	26904282	1	1	3583863	-1.5964	0.9448	ALDOC
ENSG00000076382	17	26904588	26926297	12	7	3530834	3.459	0.00027107	SPAG5
ENSG00000167524	17	26934982	26941218	5	3	3583863	2.4016	0.0081608	SGK494
ENSG00000007202	17	26941458	26972472	19	6	3528694	3.0672	0.0010804	KIAA0100
ENSG00000132581	17	26975374	26989207	10	5	3467079	3.0878	0.0010082	SDF2
ENSG00000109111	17	26989109	27029697	30	6	3557239	1.5608	0.05929	SUPT6H
ENSG00000167525	17	27030215	27038872	8	3	3476071	1.026	0.15244	PROCA1
ENSG00000109113	17	27041299	27045447	2	1	3583863	2.8762	0.0020127	RAB34
ENSG00000198242	17	27046411	27051377	2	1	3532492	1.5777	0.057313	RPL23A
ENSG00000160606	17	27051366	27054953	4	2	3454451	0.83634	0.20148	TLCD1
ENSG00000160602	17	27052915	27070473	15	4	3525160	2.0015	0.022669	NEK8
ENSG00000076604	17	27071002	27077974	5	2	3568738	-0.5689	0.71529	TRAF4
ENSG00000173065	17	27082996	27182250	115	5	3516306	0.52725	0.29901	FAM222B
ENSG00000132591	17	27181956	27188085	13	1	3539902	-1.0075	0.84314	ERAL1
ENSG00000132589	17	27206353	27224697	23	5	3538389	4.0433	2.6355e-05	FLOT2
ENSG00000167536	17	27224799	27230089	6	2	3569961	2.6886	0.0035871	DHRS13
ENSG00000109118	17	27232268	27278789	33	7	3541121	2.152	0.015701	PHF12
ENSG00000179761	17	27277531	27384234	154	29	3534050	5.1809	1.104e-07	PIPOX
ENSG00000063015	17	27281919	27333458	54	8	3534890	2.2238	0.013081	SEZ6
ENSG00000196535	17	27400528	27507430	195	20	3523416	4.5243	3.0305e-06	MYO18A
ENSG00000221995	17	27400537	27418537	38	5	3507224	4.852	6.1115e-07	TIAF1
ENSG00000108255	17	27573881	27581512	15	5	3533978	3.5738	0.00017591	CRYBA1
ENSG00000108256	17	27582854	27621136	65	9	3523663	2.7255	0.0032098	NUFIP2
ENSG00000160551	17	27717482	27878922	197	12	3531755	0.019315	0.49229	TAOK1
ENSG00000168792	17	27887565	27894155	6	4	3535190	2.6388	0.0041601	ABHD15
ENSG00000167543	17	27893070	27900175	11	4	3525307	1.5759	0.057523	TP53I13
ENSG00000108262	17	27900487	27921072	27	8	3517816	1.7673	0.038585	GIT1
ENSG00000198720	17	27916787	27941779	23	8	3527133	1.8262	0.033909	ANKRD13B
ENSG00000167549	17	27941774	27949925	7	3	3533527	1.8907	0.029332	CORO6
ENSG00000141298	17	27952956	28257294	295	12	3526436	1.5204	0.0642	SSH2
ENSG00000176927	17	28256218	28435470	191	12	3527055	1.3856	0.082937	EFCAB5
ENSG00000126653	17	28442539	28513493	76	6	3537918	1.4761	0.069955	NSRP1
ENSG00000108576	17	28521337	28563020	60	10	3530927	3.1511	0.00081323	SLC6A4
ENSG00000108578	17	28575218	28619074	57	9	3535767	1.8166	0.034638	BLMH
ENSG00000182271	17	28643351	28661077	26	5	3546500	2.6588	0.0039215	TMIGD1
ENSG00000108582	17	28705923	28797007	86	8	3523974	2.2866	0.011109	CPD
ENSG00000108587	17	28804380	28854610	55	9	3503635	2.1364	0.016325	GOSR1
ENSG00000266733	17	28884130	28890511	7	3	3546212	1.2556	0.10464	TBC1D29
ENSG00000176390	17	29096406	29151794	162	3	3502873	2.8592	0.0021238	CRLF3
ENSG00000176208	17	29158988	29222887	109	4	3514778	2.5718	0.005059	ATAD5
ENSG00000172171	17	29224354	29233838	18	2	3555840	2.4925	0.0063426	TEFM
ENSG00000184060	17	29233362	29286340	43	6	3553195	2.5651	0.0051567	ADAP2
ENSG00000181481	17	29295803	29326929	6	3	3529356	0.76815	0.2212	RNF135
ENSG00000196712	17	29421945	29709134	310	7	3509061	0.74242	0.22892	NF1
ENSG00000126861	17	29599031	29624557	26	4	3490924	0.62401	0.26631	OMG
ENSG00000185862	17	29630784	29641130	12	2	3503364	0.98602	0.16206	EVI2B
ENSG00000265118	17	29632231	29645849	17	2	3466910	1.0852	0.13891	CTD-2370N5.3
ENSG00000126860	17	29644578	29648902	9	2	3468298	1.3279	0.092107	EVI2A
ENSG00000131242	17	29718642	29865236	348	41	3524007	2.8082	0.002491	RAB11FIP4
ENSG00000228768	17	29898161	29902678	4	2	3439187	0.33053	0.3705	AC003101.1
ENSG00000172301	17	30178883	30186356	11	4	3557576	2.4301	0.0075477	COPRS
ENSG00000108651	17	30187923	30228784	95	10	3527369	2.4254	0.0076456	UTP6
ENSG00000178691	17	30264037	30328064	112	3	3527342	2.4082	0.0080154	SUZ12
ENSG00000185158	17	30334891	30380523	27	2	3513770	2.3287	0.0099382	LRRC37B
ENSG00000214708	17	30468245	30470154	3	1	3501155	2.3827	0.0085941	AC090616.2
ENSG00000126858	17	30469473	30580393	130	10	3519361	2.498	0.0062452	RHOT1
ENSG00000269402	17	30506379	30506885	2	1	3241445	2.4351	0.0074431	AC116407.2
ENSG00000141314	17	30593195	30651680	149	22	3518190	1.9905	0.023265	RHBDL3
ENSG00000108666	17	30651584	30677042	20	4	3538722	1.2341	0.10858	C17orf75
ENSG00000010244	17	30677136	30708905	35	6	3471627	1.3587	0.087122	ZNF207
ENSG00000108671	17	30771279	30810336	24	5	3488588	-0.073963	0.52948	PSMD11
ENSG00000176749	17	30813637	30818274	3	1	3489363	0.47632	0.31692	CDK5R1
ENSG00000176658	17	30819540	31204195	598	45	3520022	1.8754	0.030372	MYO1D
ENSG00000006042	17	31254928	31272124	43	7	3543629	0.25399	0.39975	TMEM98
ENSG00000141316	17	31297394	31324895	99	20	3514155	0.057589	0.47704	SPACA3
ENSG00000108684	17	31340105	32501983	3246	250	3533010	8.7136	1.4724e-18	ASIC2
ENSG00000268024	17	32581900	32582306	1	1	3297746	-0.50067	0.6917	AC005549.3
ENSG00000108691	17	32582304	32584222	3	1	3583863	-0.97583	0.83543	CCL2
ENSG00000108688	17	32597240	32599261	2	1	3567623	0.40595	0.34239	CCL7
ENSG00000172156	17	32612687	32615353	8	5	3527917	1.1972	0.11561	CCL11
ENSG00000108700	17	32646055	32648421	5	1	3583863	1.0304	0.15141	CCL8
ENSG00000181374	17	32683471	32685629	3	1	3458088	-0.41653	0.66149	CCL13
ENSG00000108702	17	32687347	32690250	10	3	3537610	-1.1299	0.87074	CCL1
ENSG00000197322	17	32901142	32906388	18	7	3540117	1.0229	0.15317	C17orf102
ENSG00000181291	17	32907768	32966337	92	21	3528032	1.2276	0.1098	TMEM132E
ENSG00000132141	17	33254878	33308097	65	15	3534784	-0.43769	0.66919	CCT6B
ENSG00000198783	17	33288549	33290205	3	2	3583863	0.063455	0.4747	ZNF830
ENSG00000005156	17	33307513	33332083	21	6	3542517	-0.94151	0.82678	LIG3
ENSG00000092871	17	33333009	33416338	66	11	3527161	-0.25759	0.60164	RFFL
ENSG00000267618	17	33338368	33448512	92	16	3528770	-0.22221	0.58793	RAD51L3-RFFL
ENSG00000185379	17	33426811	33448541	24	8	3520475	-0.67061	0.74877	RAD51D
ENSG00000073598	17	33448598	33457751	13	5	3518098	0.47978	0.31569	FNDC8
ENSG00000073536	17	33455772	33469334	11	4	3511208	-0.81803	0.79333	NLE1
ENSG00000141161	17	33474836	33516364	100	14	3551991	1.0493	0.14702	UNC45B
ENSG00000164729	17	33519539	33521412	2	1	3564235	0.1656	0.43424	SLC35G3
ENSG00000166750	17	33570055	33600674	88	13	3520092	-0.4372	0.66902	SLFN5
ENSG00000172716	17	33677324	33700720	55	14	3508993	-0.12825	0.55102	SLFN11
ENSG00000172123	17	33738079	33760302	61	8	3535530	-0.68821	0.75434	SLFN12
ENSG00000154760	17	33762115	33775856	31	7	3543132	-0.86935	0.80767	SLFN13
ENSG00000205045	17	33791268	33864880	182	31	3529529	0.01434	0.49428	SLFN12L
ENSG00000236320	17	33875144	33885117	30	9	3535307	1.2858	0.09926	SLFN14
ENSG00000108733	17	33901814	33905882	8	4	3509471	2.1079	0.017521	PEX12
ENSG00000006125	17	33905065	34053436	383	20	3525520	1.9372	0.026362	AP2B1
ENSG00000141150	17	34058668	34070540	22	6	3498508	2.1193	0.017033	RASL10B
