Location,ID,PANEL_clean_short,TWAS.Z,TWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4,Low_PP3_0.2,Colocalised
chr12:121200312-121342155,SPPL3,CMC DLPFC,-5.41807,6.02e-08,0,0,0,0.017,0.983,Yes,Yes
chr12:121200313-121342174,SPPL3,GTEx Cerebel...,-5.5155,3.48e-08,0,0,0.013,0.027,0.961,Yes,Yes
chr12:121200313-121342174,SPPL3,GTEx Cerebel...,-4.9064,9.28e-07,0,0,0,0.018,0.982,Yes,Yes
chr12:121200313-121342174,SPPL3,GTEx Cortex,-5.9144,3.33e-09,0,0,0.001,0.017,0.982,Yes,Yes
chr12:121200313-121342174,SPPL3,GTEx Hippoca...,-7.78,7.25e-15,0,0,0.133,0.005,0.862,Yes,Yes
chr12:121200313-121342174,SPPL3,PsychENCODE,-4.983623,6.24e-07,0,0,0,1,0,No,No
chr12:121675499-121736111,CAMKK2,NTR Blood,-4.87993,1.06e-06,0,0,0.021,0.977,0.002,No,No
chr12:121866900-122018696,KDM2B,GTEx Thyroid,7.17382,7.29e-13,0,0,0,0.363,0.637,No,No
chr12:122233173-122241812,AC084018.1,GTEx Adrenal...,-4.847,1.25e-06,0,0,0.009,0.99,0,No,No
chr12:122233173-122241812,AC084018.1,GTEx Cerebel...,-5.063,4.13e-07,0,0,0.582,0.388,0.03,No,No
chr12:122233173-122241812,AC084018.1,GTEx Frontal...,-5.063,4.13e-07,0,0,0.493,0.482,0.026,No,No
chr12:122233173-122241812,AC084018.1,GTEx Nucleus...,-5.05505,4.3e-07,0,0,0.285,0.693,0.022,No,No
chr12:122233173-122241812,AC084018.1,PsychENCODE,-5.11258,3.18e-07,0,0,0,1,0,No,No
chr12:122233173-122241812,AC084018.1,GTEx Whole B...,-4.847,1.25e-06,0,0,0.006,0.994,0,No,No
chr12:122235417-122235778,RP11-347I19.8,GTEx Adrenal...,-4.847,1.25e-06,0,0,0.596,0.377,0.027,No,No
chr12:122235417-122235778,RP11-347I19.8,GTEx Frontal...,-5.6548,1.56e-08,0,0,0.739,0.178,0.083,Yes,No
chr12:122235417-122235778,RP11-347I19.8,GTEx Thyroid,-4.876,1.08e-06,0,0,0,1,0,No,No
chr12:122326637-122355767,PSMD9,GTEx Thyroid,5.9381,2.88e-09,0,0,0,1,0,No,No
chr12:123319000-123347507,HIP1R,PsychENCODE,-4.912367,9e-07,0,0,0,0.999,0,No,No
chr12:123468027-123634562,PITPNM2,GTEx Thyroid,-5.818,5.96e-09,0,0,0,0.102,0.897,Yes,Yes
chr12:123636867-123728561,MPHOSPH9,GTEx Thyroid,-5.88717,3.93e-09,0,0,0,0.15,0.85,Yes,Yes
chr12:123636867-123728561,MPHOSPH9,GTEx Whole B...,-6.6865,2.29e-11,0,0,0.084,0.044,0.872,Yes,Yes
chr12:123636867-123728561,MPHOSPH9,YFS Blood,-5.2254,1.74e-07,0,0,0,0.128,0.872,Yes,Yes
chr12:123717463-123742506,C12orf65,GTEx Thyroid,5.67886,1.36e-08,0,0,0.297,0.038,0.665,Yes,No
chr12:123736577-123745527,RP11-282O18.3,GTEx Caudate...,5.884,4e-09,0,0,0.488,0.042,0.47,Yes,No
chr12:123736577-123745527,RP11-282O18.3,GTEx Cerebel...,5.5959,2.19e-08,0,0,0.115,0.081,0.804,Yes,Yes
chr12:123736577-123746030,RP11-282O18.3,PsychENCODE,5.723481,1.04e-08,0,0,0,0.379,0.621,No,No
chr12:123736577-123745527,RP11-282O18.3,GTEx Thyroid,5.20167,1.98e-07,0,0.001,0.003,0.991,0.005,No,No
chr12:123745528-123756881,CDK2AP1,PsychENCODE,5.389932,7.05e-08,0,0,0,0.156,0.844,Yes,Yes
chr12:123745528-123756881,CDK2AP1,YFS Blood,4.9814,6.31e-07,0,0.001,0,0.998,0.001,No,No
chr12:123746031-123756881,CDK2AP1,GTEx Frontal...,5.1968,2.03e-07,0.001,0,0.686,0.043,0.27,Yes,No
chr12:123746031-123756881,CDK2AP1,GTEx Thyroid,6.05914,1.37e-09,0,0,0,0.049,0.951,Yes,Yes
chr12:123746031-123756881,CDK2AP1,GTEx Whole B...,5.29815,1.17e-07,0,0.001,0,0.999,0.001,No,No
chr12:123773655-123834988,SBNO1,CMC DLPFC Sp...,5.611585,2e-08,0,0,0,0.023,0.976,Yes,Yes
chr12:123773656-123849390,SBNO1,PsychENCODE,-4.913798,8.93e-07,0,0,0.655,0.247,0.097,No,No
chr12:123773656-123849390,SBNO1,YFS Blood,5.619,1.92e-08,0,0,0,0.028,0.972,Yes,Yes
chr12:123955908-124018265,RILPL1,CMC DLPFC,-5.81894,5.92e-09,0,0,0.164,0.064,0.773,Yes,No
chr13:27131840-27263085,WASF3,GTEx Nucleus...,4.8745,1.09e-06,0.142,0.076,0.106,0.056,0.62,Yes,No
chr13:31774073-31906413,B3GALTL,PsychENCODE,-4.83856,1.31e-06,0,0.329,0,0.054,0.618,Yes,No
chr13:31885426-31887058,ANKRD26P4,GTEx Nucleus...,5.0372,4.72e-07,0.525,0.169,0.033,0.01,0.263,Yes,No
chr13:37523907-37573504,ALG5,CMC DLPFC,-5.872,4.31e-09,0,0,0.004,0.001,0.995,Yes,Yes
chr13:37523912-37574398,ALG5,GTEx Thyroid,-5.39222,6.96e-08,0,0,0,0.005,0.994,Yes,Yes
chr13:44716682-44722166,SMIM2-AS1,GTEx Adrenal...,5.1838,2.17e-07,0,0.01,0,0.014,0.976,Yes,Yes
chr13:44716682-44722166,SMIM2-AS1,GTEx Caudate...,5.026,5.01e-07,0,0.006,0,0.008,0.985,Yes,Yes
chr13:44716682-44722166,SMIM2-AS1,GTEx Thyroid,4.93041,8.21e-07,0,0.006,0,0.008,0.986,Yes,Yes
chr13:44808254-44817328,RP11-478K15.6,GTEx Adrenal...,4.8857,1.03e-06,0,0.007,0,0.009,0.983,Yes,Yes
chr13:60239717-60738121,DIAPH3,GTEx Caudate...,-4.92212,8.56e-07,0,0,0.046,0.045,0.909,Yes,Yes
chr13:60239717-60738121,DIAPH3,PsychENCODE,-4.84444,1.27e-06,0,0,0,0.027,0.973,Yes,Yes
chr13:66876965-67804468,PCDH9,CMC DLPFC Sp...,5.283,1.27e-07,0,0,0,0.974,0.026,No,No
chr13:66876967-67804468,PCDH9,GTEx Thyroid,-5.18354,2.18e-07,0,0,0.012,0.004,0.984,Yes,Yes
chr13:79885962-79980350,RBM26,GTEx Cerebel...,4.883771,1.04e-06,0.001,0,0.146,0.066,0.787,Yes,No
chr13:79894099-79979923,RBM26,CMC DLPFC Sp...,5.709,1.14e-08,0,0,0.001,0.033,0.966,Yes,Yes
chr13:79894099-79979923,RBM26,CMC DLPFC Sp...,5.1769,2.26e-07,0,0,0.007,0.012,0.981,Yes,Yes
chr13:80055258-80130212,NDFIP2,CMC DLPFC,-6.099,1.07e-09,0,0,0.004,0.003,0.993,Yes,Yes
chr13:80055287-80130210,NDFIP2,PsychENCODE,-5.96165,2.5e-09,0,0,0,0.017,0.983,Yes,Yes
chr13:80140881-80144983,LINC01068,GTEx Cerebel...,-5.885,3.98e-09,0,0,0.004,0.012,0.984,Yes,Yes
chr13:80910111-80915086,SPRY2,CMC DLPFC Sp...,4.9048,9.35e-07,0,0,0.152,0.02,0.828,Yes,Yes
chr13:93879095-95059655,GPC6,GTEx Thyroid,6.24,4.38e-10,0,0,0,0.932,0.068,No,No
chr13:97637973-97646984,OXGR1,GTEx Cortex,5.48912,4.04e-08,0.096,0.015,0.707,0.113,0.069,Yes,No
chr13:98794815-99102023,FARP1,CMC DLPFC Sp...,-4.9702,6.69e-07,0,0.001,0,0.999,0,No,No
chr13:99102455-99229122,STK24,GTEx Whole B...,-5.95757,2.56e-09,0,0,0,0.038,0.962,Yes,Yes
chr14:23767999-23780968,BCL2L2,PsychENCODE,5.21215,1.87e-07,0.04,0.187,0.061,0.287,0.426,No,No
chr14:35408530-35409693,IGBP1P1,GTEx Pituita...,5.238,1.62e-07,0,0.002,0,0.002,0.995,Yes,Yes
chr14:35408530-35409693,IGBP1P1,GTEx Thyroid,5.238,1.62e-07,0,0.002,0,0.002,0.996,Yes,Yes
chr14:39501123-39578850,SEC23A,GTEx Cortex,-5.28787,1.24e-07,0.03,0.004,0.464,0.055,0.447,Yes,No
chr14:42057064-42074059,CTD-2298J14.2,PsychENCODE,6.38298,1.74e-10,0,0,0.714,0.182,0.104,Yes,No
chr14:42057064-42074059,CTD-2298J14.2,GTEx Thyroid,-8.988,2.52e-19,0,0,0,0.006,0.994,Yes,Yes
chr14:42076763-42373752,LRFN5,CMC DLPFC Sp...,5.1158,3.12e-07,0,0,0,1,0,No,No
chr14:42076773-42373752,LRFN5,GTEx Cerebel...,8.139,3.99e-16,0,0,0,0.023,0.977,Yes,Yes
chr14:42076773-42373752,LRFN5,GTEx Cerebel...,7.7166,1.2e-14,0,0,0.001,0.083,0.917,Yes,Yes
chr14:53196898-53241716,STYX,GTEx Nucleus...,4.962,6.98e-07,0.119,0.007,0.221,0.013,0.64,Yes,No
chr14:64319682-64693151,SYNE2,NTR Blood,7.217,5.31e-13,0,0,0,0.007,0.993,Yes,Yes
chr14:64550950-64770377,ESR2,GTEx Pituita...,-5.461,4.74e-08,0,0,0.096,0.022,0.882,Yes,Yes
chr14:64550950-64770377,ESR2,GTEx Whole B...,-5.8055,6.42e-09,0,0,0,0.019,0.981,Yes,Yes
chr14:64693424-64805268,ESR2,NTR Blood,-5.747,9.08e-09,0,0,0.344,0.646,0.009,No,No
chr14:64854749-64926722,MTHFD1,GTEx Adrenal...,-4.9968,5.83e-07,0,0,0.003,0.037,0.959,Yes,Yes
chr14:64854758-64926725,MTHFD1,CMC DLPFC,-5.058,4.24e-07,0,0,0.042,0.957,0.001,No,No
chr14:64889653-64915275,CTD-2555O16.2,GTEx Pituita...,-5.192,2.08e-07,0,0,0.886,0.072,0.042,Yes,No
chr14:64915824-64971931,ZBTB25,GTEx Adrenal...,-5.464,4.66e-08,0,0,0.542,0.433,0.025,No,No
chr14:64915824-64971931,ZBTB25,PsychENCODE,-5.238,1.62e-07,0,0,0,1,0,No,No
chr14:64915824-64971931,ZBTB25,YFS Blood,-5.45701,4.84e-08,0,0,0,1,0,No,No
chr14:64929946-64930175,CTD-2555O16.3,GTEx Frontal...,4.991,6.01e-07,0,0,0.825,0.131,0.043,Yes,No
chr14:64970430-65000408,ZBTB1,PsychENCODE,-6.47883,9.24e-11,0,0,0,1,0,No,No
chr14:64970564-65000408,ZBTB1,GTEx Thyroid,-5.389,7.09e-08,0,0,0,0.999,0.001,No,No
chr14:64971291-65000408,ZBTB1,CMC DLPFC,-7.579578,3.47e-14,0,0,0.665,0.182,0.153,Yes,No
chr14:64980872-65007086,RP11-973N13.4,GTEx Thyroid,-5.19258,2.07e-07,0,0,0,1,0,No,No
chr14:69517598-69619867,DCAF5,PsychENCODE,-5.64605,1.64e-08,0,0,0,0.015,0.984,Yes,Yes
chr14:69517636-69619914,DCAF5,CMC DLPFC Sp...,5.359,8.37e-08,0.001,0.001,0.03,0.035,0.933,Yes,Yes
chr14:69517636-69619914,DCAF5,CMC DLPFC Sp...,-5.0526,4.36e-07,0,0.001,0.003,0.047,0.949,Yes,Yes
chr14:73086004-73360809,DPF3,GTEx Thyroid,5.368,7.96e-08,0.011,0.001,0.015,0.001,0.972,Yes,Yes
chr14:73603126-73690399,PSEN1,GTEx Cerebel...,-5.4586,4.8e-08,0.295,0.033,0.395,0.044,0.233,Yes,No
chr14:74551655-74667117,LIN52,CMC DLPFC,4.878617,1.07e-06,0,0,0.118,0.858,0.024,No,No
chr14:74964873-75079306,LTBP2,GTEx Whole B...,-5.5413,3e-08,0,0,0.425,0.33,0.245,No,No
chr14:75120140-75179818,AREL1,GTEx Frontal...,-5.184,2.17e-07,0,0,0.157,0.033,0.811,Yes,Yes
chr14:75120140-75179818,AREL1,PsychENCODE,-7.20964,5.61e-13,0,0,0,0.552,0.448,No,No
chr14:75319736-75330537,PROX2,GTEx Thyroid,-7.55041,4.34e-14,0,0,0.013,0.016,0.971,Yes,Yes
chr14:75348593-75370450,DLST,CMC DLPFC,7.344147,2.07e-13,0,0,0,0.03,0.97,Yes,Yes
chr14:75348594-75370448,DLST,PsychENCODE,6.89246,5.48e-12,0,0,0,0.023,0.977,Yes,Yes
chr14:75370656-75389188,RPS6KL1,CMC DLPFC Sp...,-5.6375,1.73e-08,0,0,0.173,0.069,0.758,Yes,No
chr14:75370657-75390099,RPS6KL1,PsychENCODE,-5.69227,1.25e-08,0,0,0.237,0.043,0.72,Yes,No
chr14:75480466-75518235,MLH3,CMC DLPFC Sp...,-5.1558,2.53e-07,0,0,0.861,0.09,0.049,Yes,No
chr14:98391947-98444461,C14orf64,PsychENCODE,5.539,3.04e-08,0,0,0.688,0.294,0.018,No,No
chr14:103799881-103811362,EIF5,GTEx Frontal...,-7.001,2.54e-12,0,0,0.92,0.032,0.048,Yes,No
chr14:103799881-103811362,EIF5,YFS Blood,-5.78155,7.4e-09,0,0,0,1,0,No,No
chr14:103800338-103811361,EIF5,CMC DLPFC Sp...,6.0486,1.46e-09,0,0,0,1,0,No,No
chr14:103851729-103970168,MARK3,GTEx Pituita...,5.281,1.28e-07,0,0,0.007,0.993,0,No,No
chr14:103851729-103970168,MARK3,GTEx Thyroid,5.23597,1.64e-07,0,0,0,1,0,No,No
chr14:103851729-103970168,MARK3,GTEx Whole B...,-7.2048,5.81e-13,0,0,0.004,0.992,0.003,No,No
chr14:103851729-103970168,MARK3,YFS Blood,-6.482,9.05e-11,0,0,0,1,0,No,No
chr14:103878456-103879098,RP11-600F24.2,PsychENCODE,9.93821,2.84e-23,0,0,0.6,0.219,0.181,No,No
chr14:103985996-103989448,CKB,GTEx Cerebel...,-10.7935,3.69e-27,0,0,0.611,0.05,0.339,Yes,No
chr14:103985996-103989448,CKB,YFS Blood,9.405,5.2e-21,0,0,0.01,0.982,0.008,No,No
chr14:103995508-104003410,TRMT61A,CMC DLPFC,9.28927,1.55e-20,0,0,0.006,0.041,0.953,Yes,Yes
chr14:103995521-104003410,TRMT61A,GTEx Adrenal...,7.057,1.7e-12,0,0,0.249,0.048,0.703,Yes,No
chr14:103995521-104003410,TRMT61A,GTEx Caudate...,5.218,1.81e-07,0,0,0.88,0.078,0.043,Yes,No
chr14:103995521-104003410,TRMT61A,PsychENCODE,10.1561,3.11e-24,0,0,0,0.185,0.815,Yes,Yes
chr14:103995521-104003410,TRMT61A,GTEx Thyroid,8.43665,3.27e-17,0,0,0.464,0.315,0.222,No,No
chr14:103995521-104003410,TRMT61A,GTEx Whole B...,8.9655,3.09e-19,0,0,0.058,0.094,0.848,Yes,Yes
chr14:103995521-104003410,TRMT61A,YFS Blood,8.62563,6.37e-18,0,0,0,1,0,No,No
chr14:104019758-104028214,RP11-894P9.2,GTEx Thyroid,-9.405,5.2e-21,0,0,0.054,0.937,0.009,No,No
chr14:104022881-104029168,BAG5,GTEx Adrenal...,9.6689,4.09e-22,0,0,0.03,0.15,0.82,Yes,Yes
chr14:104022881-104029168,BAG5,PsychENCODE,-6.669,2.58e-11,0,0,0.923,0.06,0.017,Yes,No
chr14:104022881-104029168,BAG5,GTEx Pituita...,7.9454,1.93e-15,0,0,0.101,0.018,0.882,Yes,Yes
chr14:104022881-104029168,BAG5,GTEx Whole B...,6.715,1.88e-11,0,0,0.647,0.332,0.021,No,No
chr14:104022881-104029168,BAG5,YFS Blood,6.739,1.59e-11,0,0,0.946,0.037,0.017,Yes,No
chr14:104028233-104167888,KLC1,GTEx Pituita...,-7.504,6.19e-14,0,0,0.913,0.044,0.043,Yes,No
chr14:104028233-104167888,KLC1,GTEx Whole B...,8.9882,2.51e-19,0,0,0,0.997,0.003,No,No
chr14:104029298-104152568,KLC1,CMC DLPFC Sp...,-7.001,2.54e-12,0,0,0,1,0,No,No
chr14:104029298-104152568,KLC1,CMC DLPFC Sp...,-5.218,1.81e-07,0,0,0.398,0.59,0.012,No,No
chr14:104029298-104152568,KLC1,CMC DLPFC Sp...,9.6246,6.3e-22,0,0,0.004,0.178,0.818,Yes,Yes
chr14:104029298-104167881,KLC1,NTR Blood,6.043,1.51e-09,0,0,0,0.998,0.002,No,No
chr14:104029299-104073860,APOPT1,GTEx Nucleus...,5.296,1.18e-07,0,0,0.927,0.026,0.047,Yes,No
chr14:104029299-104152261,RP11-73M18.2,PsychENCODE,7.448,9.48e-14,0,0,0,1,0,No,No
chr14:104029299-104073860,APOPT1,GTEx Thyroid,-7.04,1.92e-12,0,0,0,1,0,No,No
chr14:104153913-104154464,RP11-73M18.6,GTEx Cortex,6.07934,1.21e-09,0,0,0.407,0.046,0.546,Yes,No
chr14:104153913-104154464,RP11-73M18.6,PsychENCODE,9.8679,5.74e-23,0,0,0,0.083,0.917,Yes,Yes
chr14:104160897-104161507,RP11-73M18.7,PsychENCODE,10.38267,2.97e-25,0,0,0,0.314,0.686,No,No
chr14:104161388-104161507,RP11-73M18.7,GTEx Thyroid,8.04155,8.87e-16,0,0,0.356,0.528,0.115,No,No
chr14:104161388-104161507,RP11-73M18.7,GTEx Whole B...,11.2172,3.36e-29,0,0,0.058,0.048,0.894,Yes,Yes
chr14:104162690-104163500,RP11-73M18.8,GTEx Adrenal...,10.2233,1.56e-24,0,0,0,0.025,0.975,Yes,Yes
chr14:104162690-104163500,RP11-73M18.8,GTEx Amygdal...,9.407,5.1e-21,0,0,0.904,0.043,0.053,Yes,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Caudate...,9.4957,2.19e-21,0,0,0.001,0.034,0.964,Yes,Yes
chr14:104162690-104163500,RP11-73M18.8,GTEx Cerebel...,6.628,3.4e-11,0,0,0.859,0.101,0.041,Yes,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Cortex,9.971,2.04e-23,0,0,0.095,0.322,0.583,No,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Hypotha...,7.448,9.48e-14,0,0,0.855,0.099,0.046,Yes,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Nucleus...,7.448,9.48e-14,0,0,0.389,0.591,0.02,No,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Putamen...,10.5485,5.16e-26,0,0,0.018,0.085,0.897,Yes,Yes
chr14:104162690-104163500,RP11-73M18.8,PsychENCODE,9.46922,2.82e-21,0,0,0,0.812,0.188,No,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Pituita...,5.4134,6.18e-08,0,0,0.485,0.117,0.399,Yes,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Thyroid,9.17513,4.51e-20,0,0,0,0.753,0.247,No,No
chr14:104162690-104163500,RP11-73M18.8,GTEx Whole B...,9.5173,1.78e-21,0,0,0,0.959,0.041,No,No
chr14:104163946-104181841,XRCC3,GTEx Cerebel...,6.0517,1.43e-09,0,0,0.174,0.639,0.187,No,No
chr14:104163946-104181841,XRCC3,GTEx Cerebel...,8.9799,2.71e-19,0,0,0.286,0.485,0.229,No,No
chr14:104163946-104181841,XRCC3,GTEx Cortex,8.11527,4.85e-16,0,0,0.173,0.095,0.732,Yes,No
chr14:104163946-104181841,XRCC3,PsychENCODE,6.935,4.06e-12,0,0,0.712,0.275,0.013,No,No
chr14:104163946-104181841,XRCC3,GTEx Pituita...,9.4422,3.65e-21,0,0,0.528,0.322,0.151,No,No
chr14:104163946-104181841,XRCC3,GTEx Thyroid,8.36577,5.97e-17,0,0,0.001,0.982,0.017,No,No
chr14:104163946-104181841,XRCC3,GTEx Whole B...,7.026,2.13e-12,0,0,0,1,0,No,No
chr14:104163946-104181841,XRCC3,YFS Blood,9.27813,1.72e-20,0,0,0,0.898,0.102,No,No
chr14:104177607-104179149,AL049840.1,GTEx Adrenal...,5.3074,1.11e-07,0,0,0,0.479,0.521,No,No
chr14:104177607-104179149,AL049840.1,GTEx Caudate...,7.7411,9.86e-15,0,0,0.001,0.072,0.927,Yes,Yes
chr14:104177607-104179149,AL049840.1,GTEx Cerebel...,6.2903,3.17e-10,0,0,0.134,0.027,0.839,Yes,Yes
chr14:104177607-104179149,AL049840.1,GTEx Cerebel...,9.3564,8.25e-21,0,0,0.007,0.023,0.97,Yes,Yes
chr14:104177607-104179149,AL049840.1,GTEx Cortex,9.645,5.16e-22,0,0,0.532,0.412,0.056,No,No
chr14:104177607-104179149,AL049840.1,GTEx Hypotha...,6.544,5.97e-11,0,0,0.228,0.027,0.744,Yes,No
chr14:104177607-104179149,AL049840.1,GTEx Thyroid,5.92853,3.06e-09,0,0,0,1,0,No,No
chr14:104177607-104179149,AL049840.1,GTEx Whole B...,7.2448,4.33e-13,0,0,0,0.145,0.855,Yes,Yes
chr14:104179904-104180441,RP11-73M18.9,GTEx Adrenal...,6.4148,1.41e-10,0,0,0.001,0.071,0.928,Yes,Yes
chr14:104179904-104180441,RP11-73M18.9,GTEx Amygdal...,6.2457,4.22e-10,0,0,0.227,0.04,0.733,Yes,No
chr14:104179904-104180441,RP11-73M18.9,GTEx ACC ,5.7432,9.29e-09,0,0,0.294,0.087,0.619,Yes,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Caudate...,7.6515,1.99e-14,0,0,0.001,0.058,0.941,Yes,Yes
chr14:104179904-104180441,RP11-73M18.9,GTEx Cerebel...,7.718,1.18e-14,0,0,0.23,0.758,0.012,No,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Cerebel...,9.3284,1.08e-20,0,0,0,0.065,0.934,Yes,Yes
chr14:104179904-104180441,RP11-73M18.9,GTEx Cortex,9.645,5.16e-22,0,0,0.262,0.675,0.062,No,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Frontal...,7.448,9.48e-14,0,0,0.846,0.109,0.044,Yes,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Hypotha...,6.309,2.8e-10,0,0,0.069,0.028,0.902,Yes,Yes
chr14:104179904-104180441,RP11-73M18.9,GTEx Substan...,5.368,7.95e-08,0,0,0.576,0.051,0.373,Yes,No
chr14:104179904-104180586,RP11-73M18.9,PsychENCODE,10.472,1.16e-25,0,0,0.09,0.13,0.78,Yes,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Thyroid,5.77159,7.85e-09,0,0,0,1,0,No,No
chr14:104179904-104180441,RP11-73M18.9,GTEx Whole B...,9.971,2.04e-23,0,0,0,0.356,0.644,No,No
chr14:104182067-104200005,ZFYVE21,GTEx Caudate...,-8.5602,1.13e-17,0,0,0.775,0.112,0.112,Yes,No
chr14:104182067-104200005,ZFYVE21,YFS Blood,10.40146,2.44e-25,0,0,0.058,0.023,0.919,Yes,Yes
chr14:104182080-104200005,ZFYVE21,CMC DLPFC Sp...,-7.4984,6.46e-14,0,0,0.745,0.143,0.112,Yes,No
chr14:104200089-104313927,PPP1R13B,GTEx Thyroid,6.01234,1.83e-09,0,0,0,1,0,No,No
chr14:104229140-104229614,RP11-73M18.11,GTEx Thyroid,6.204,5.5e-10,0,0,0.754,0.222,0.024,No,No
chr14:104314058-104324386,LINC00637,GTEx Thyroid,-5.843,5.13e-09,0,0,0.127,0.869,0.004,No,No
chr14:104378624-104387903,C14orf2,NTR Blood,7.0251,2.14e-12,0,0,0.699,0.222,0.079,No,No
chr14:104394799-104519004,TDRD9,GTEx Hypotha...,-6.132,8.65e-10,0,0,0.614,0.155,0.231,Yes,No
chr14:104394799-104519004,TDRD9,GTEx Nucleus...,-6.375,1.83e-10,0,0,0.681,0.096,0.223,Yes,No
chr14:104394799-104519004,TDRD9,GTEx Thyroid,-6.56611,5.16e-11,0,0,0.048,0.869,0.083,No,No
chr15:40666599-40668192,RP11-64K12.10,GTEx Putamen...,6.16661,6.98e-10,0.019,0.002,0.35,0.031,0.599,Yes,No
chr15:40674922-40686447,KNSTRN,GTEx Hypotha...,-4.85241,1.22e-06,0,0.047,0,0.889,0.063,No,No
chr15:40731920-40760441,BAHD1,GTEx Thyroid,5.41,6.3e-08,0,0.001,0,0.018,0.981,Yes,Yes
chr15:40756392-40757533,RP11-64K12.8,GTEx Thyroid,5.369,7.92e-08,0,0.001,0,0.018,0.981,Yes,Yes
chr15:40820882-40857256,C15orf57,GTEx ACC ,-4.992,5.98e-07,0.001,0.006,0.027,0.115,0.85,Yes,Yes
chr15:40820882-40857256,C15orf57,GTEx Cerebel...,-4.855,1.2e-06,0,0.011,0,0.208,0.781,No,No
chr15:40820882-40857256,C15orf57,GTEx Hypotha...,-5.059,4.21e-07,0,0.005,0.001,0.087,0.907,Yes,Yes
chr15:40821769-40821872,RNU6-516P,GTEx Amygdal...,-4.855,1.2e-06,0.045,0.001,0.838,0.028,0.088,Yes,No
chr15:40821769-40821872,RNU6-516P,GTEx Putamen...,-5.059,4.21e-07,0.029,0.002,0.547,0.044,0.377,Yes,No
chr15:40821769-40821872,RNU6-516P,GTEx Substan...,-5.431,5.6e-08,0.023,0.003,0.439,0.047,0.487,Yes,No
chr15:40821769-40821872,RNU6-516P,GTEx Thyroid,-4.93468,8.03e-07,0.002,0.033,0.039,0.616,0.31,No,No
chr15:40823537-40857252,C15orf57,CMC DLPFC Sp...,-5.3479,8.9e-08,0.013,0.003,0.237,0.053,0.694,Yes,No
chr15:40823537-40857252,C15orf57,CMC DLPFC Sp...,4.92071,8.62e-07,0,0.011,0,0.211,0.777,No,No
chr15:40823537-40857252,C15orf57,CMC DLPFC Sp...,5.02459,5.05e-07,0,0.007,0,0.122,0.871,Yes,Yes
chr15:40824082-40824749,MRPL42P5,CMC DLPFC,-5.033,4.83e-07,0,0.005,0,0.099,0.896,Yes,Yes
chr15:41056218-41059906,GCHFR,GTEx Thyroid,5.52514,3.29e-08,0.012,0.002,0.217,0.028,0.742,Yes,No
chr15:41060067-41099675,DNAJC17,PsychENCODE,-5.82344,5.76e-09,0.005,0.01,0.261,0.496,0.227,No,No
chr15:41099284-41106767,ZFYVE19,GTEx Caudate...,5.144068,2.69e-07,0.037,0.003,0.698,0.062,0.199,Yes,No
chr15:43650369-43662258,ZSCAN29,CMC DLPFC,-5.05,4.42e-07,0,0.005,0,0.061,0.933,Yes,Yes
chr15:43650369-43662258,ZSCAN29,CMC DLPFC Sp...,-5.00158,5.69e-07,0,0.004,0,0.046,0.951,Yes,Yes
chr15:43650370-43663223,ZSCAN29,GTEx Frontal...,-5.17728,2.25e-07,0.006,0.003,0.072,0.036,0.884,Yes,Yes
chr15:43650370-43663223,ZSCAN29,GTEx Thyroid,4.95014,7.42e-07,0,0.004,0,0.047,0.949,Yes,Yes
chr15:43650370-43663223,ZSCAN29,GTEx Whole B...,5.42119,5.92e-08,0.001,0.006,0.013,0.072,0.907,Yes,Yes
chr15:43891732-44010458,STRC,GTEx Amygdal...,-4.883,1.04e-06,0.062,0.002,0.785,0.024,0.126,Yes,No
chr15:43891732-44010458,STRC,GTEx ACC ,-4.9502,7.41e-07,0.018,0.007,0.228,0.091,0.655,Yes,No
chr15:43891732-44010458,STRC,GTEx Frontal...,-4.99481,5.89e-07,0.008,0.017,0.106,0.211,0.658,No,No
chr15:43891732-44010458,STRC,GTEx Hypotha...,-4.906,9.3e-07,0.067,0.001,0.839,0.016,0.077,Yes,No
chr15:43891732-44010458,STRC,GTEx Nucleus...,-4.883,1.04e-06,0.007,0.01,0.093,0.121,0.769,Yes,No
chr15:43891732-44010458,STRC,GTEx Putamen...,-4.9932,5.94e-07,0.01,0.008,0.127,0.105,0.75,Yes,No
chr15:43939491-43959900,CATSPER2,CMC DLPFC Sp...,5.09453,3.5e-07,0.005,0.003,0.068,0.038,0.885,Yes,Yes
chr15:43955852-43976537,AC011330.5,GTEx Adrenal...,4.875,1.09e-06,0.001,0.011,0.008,0.136,0.845,Yes,Yes
