Location,SNP-weight Set,ID,TWAS.Z,TWAS.P,FOCUS_twas_z,FOCUS_in_cred_set,FOCUS_pip,FOCUS_region
chr15:40674922-40686447,GTEx Hypotha...,KNSTRN,-4.85241,1.22e-06,-4.66,1,0.00758,15:40384132-15:41177514
chr15:40731920-40760441,GTEx Thyroid,BAHD1,5.41,6.3e-08,5.23,1,0.00565,15:40384132-15:41177514
chr15:40756392-40757533,GTEx Thyroid,RP11-64K12.8,5.369,7.92e-08,5.04,1,0.00312,15:40384132-15:41177514
chr15:40820882-40857256,GTEx ACC ,C15orf57,-4.992,5.98e-07,-4.8,0,0.00116,15:40384132-15:41177514
chr15:40820882-40857256,GTEx ACC ,C15orf57,-4.992,5.98e-07,-2.04,0,0.000936,15:41177514-15:42776399
chr15:40820882-40857256,GTEx Cerebel...,C15orf57,-4.855,1.2e-06,-4.21,0,0.000381,15:40384132-15:41177514
chr15:40820882-40857256,GTEx Hypotha...,C15orf57,-5.059,4.21e-07,-2.18,0,0.00137,15:38530777-15:40384132
chr15:40820882-40857256,GTEx Hypotha...,C15orf57,-5.059,4.21e-07,-5.23,1,0.00495,15:40384132-15:41177514
chr15:40821769-40821872,GTEx Amygdal...,RNU6-516P,-4.855,1.2e-06,-4.75,0,0.000912,15:40384132-15:41177514
chr15:40821769-40821872,GTEx Putamen...,RNU6-516P,-5.059,4.21e-07,-5.18,1,0.00388,15:40384132-15:41177514
chr15:40821769-40821872,GTEx Substan...,RNU6-516P,-5.431,5.6e-08,2.72,1,0.00816,15:38530777-15:40384132
chr15:40821769-40821872,GTEx Substan...,RNU6-516P,-5.431,5.6e-08,-5.35,1,0.00646,15:40384132-15:41177514
chr15:40821769-40821872,GTEx Substan...,RNU6-516P,-5.431,5.6e-08,-4.06,1,0.241,15:41177514-15:42776399
chr15:40821769-40821872,GTEx Thyroid,RNU6-516P,-4.93468,8.03e-07,-1.65,0,0.00224,15:38530777-15:40384132
chr15:40821769-40821872,GTEx Thyroid,RNU6-516P,-4.93468,8.03e-07,-4.71,0,0.00103,15:40384132-15:41177514
chr15:40821769-40821872,GTEx Thyroid,RNU6-516P,-4.93468,8.03e-07,-2.2,0,0.00141,15:41177514-15:42776399
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,-5.3479,8.9e-08,1.78,0,0.00086,15:38530777-15:40384132
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,-5.3479,8.9e-08,-6.11,1,0.243,15:40384132-15:41177514
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,-5.3479,8.9e-08,3.07,1,0.0149,15:41177514-15:42776399
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,4.92071,8.62e-07,4.87,0,0.00132,15:40384132-15:41177514
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,5.02459,5.05e-07,1.24,0,0.000372,15:38530777-15:40384132
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,5.02459,5.05e-07,4.98,0,0.00215,15:40384132-15:41177514
chr15:40823537-40857252,CMC DLPFC Sp...,C15orf57,5.02459,5.05e-07,0.417,1,0.00263,15:41177514-15:42776399
chr15:40824082-40824749,CMC DLPFC,MRPL42P5,-5.033,4.83e-07,-4.71,0,0.000846,15:40384132-15:41177514
chr15:40824082-40824749,CMC DLPFC,MRPL42P5,-5.033,4.83e-07,-2.16,0,0.00136,15:41177514-15:42776399
chr15:41056218-41059906,GTEx Thyroid,GCHFR,5.52514,3.29e-08,5.6,1,0.019,15:40384132-15:41177514
chr15:41056218-41059906,GTEx Thyroid,GCHFR,5.52514,3.29e-08,1.7,1,0.00194,15:41177514-15:42776399
chr15:41060067-41099675,PsychENCODE,DNAJC17,-5.82344,5.76e-09,-4.84,0,0.0018,15:40384132-15:41177514
chr15:41060067-41099675,PsychENCODE,DNAJC17,-5.82344,5.76e-09,-2.91,1,0.0076,15:41177514-15:42776399
chr15:41099284-41106767,GTEx Caudate...,ZFYVE19,5.144068,2.69e-07,4.88,0,0.00186,15:40384132-15:41177514
chr15:41099284-41106767,GTEx Caudate...,ZFYVE19,5.144068,2.69e-07,2.22,1,0.00193,15:41177514-15:42776399
chr15:43650369-43662258,CMC DLPFC,ZSCAN29,-5.05,4.42e-07,-5.04,1,0.0284,15:42776399-15:44198049
chr15:43650369-43662258,CMC DLPFC Sp...,ZSCAN29,-5.00158,5.69e-07,-4.88,1,0.0134,15:42776399-15:44198049
chr15:43650370-43663223,GTEx Frontal...,ZSCAN29,-5.17728,2.25e-07,-5.23,1,0.0714,15:42776399-15:44198049
chr15:43650370-43663223,GTEx Thyroid,ZSCAN29,4.95014,7.42e-07,4.84,1,0.012,15:42776399-15:44198049
chr15:43650370-43663223,GTEx Whole B...,ZSCAN29,5.42119,5.92e-08,5.31,1,0.102,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Amygdal...,STRC,-4.883,1.04e-06,-3.8,0,0.000512,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Amygdal...,STRC,-4.883,1.04e-06,-2.12,0,0.00131,15:44198049-15:46618294
chr15:43891732-44010458,GTEx ACC ,STRC,-4.9502,7.41e-07,-5.19,1,0.0586,15:42776399-15:44198049
chr15:43891732-44010458,GTEx ACC ,STRC,-4.9502,7.41e-07,-0.988,0,0.000339,15:44198049-15:46618294
chr15:43891732-44010458,GTEx Frontal...,STRC,-4.99481,5.89e-07,-5.13,1,0.0435,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Frontal...,STRC,-4.99481,5.89e-07,-0.377,0,0.000393,15:44198049-15:46618294
chr15:43891732-44010458,GTEx Hypotha...,STRC,-4.906,9.3e-07,-4.88,1,0.0129,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Nucleus...,STRC,-4.883,1.04e-06,-4.78,1,0.00851,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Nucleus...,STRC,-4.883,1.04e-06,-1.01,0,0.00056,15:44198049-15:46618294
chr15:43891732-44010458,GTEx Putamen...,STRC,-4.9932,5.94e-07,-4.92,1,0.0159,15:42776399-15:44198049
chr15:43891732-44010458,GTEx Putamen...,STRC,-4.9932,5.94e-07,-3.45,1,0.05,15:44198049-15:46618294
chr15:43939491-43959900,CMC DLPFC Sp...,CATSPER2,5.09453,3.5e-07,5.1,1,0.0397,15:42776399-15:44198049
chr15:43939491-43959900,CMC DLPFC Sp...,CATSPER2,5.09453,3.5e-07,3.18,1,0.0199,15:44198049-15:46618294
chr15:43955852-43976537,GTEx Adrenal...,AC011330.5,4.875,1.09e-06,4.8,1,0.00935,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Adrenal...,AC011330.5,4.875,1.09e-06,0.907,0,0.000286,15:44198049-15:46618294
chr15:43955852-43976537,GTEx Amygdal...,AC011330.5,5.0292,4.93e-07,4.76,1,0.00865,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Caudate...,AC011330.5,4.883,1.04e-06,5.42,1,0.191,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Caudate...,AC011330.5,4.883,1.04e-06,-0.725,0,0.000803,15:44198049-15:46618294
chr15:43955852-43976537,GTEx Cerebel...,AC011330.5,5.28993,1.22e-07,5.16,1,0.0495,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Cerebel...,AC011330.5,5.28993,1.22e-07,0.63,0,0.000229,15:44198049-15:46618294
chr15:43955852-43976537,GTEx Cortex,AC011330.5,5.0025,5.66e-07,4.92,1,0.0152,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Hypotha...,AC011330.5,5.00463,5.6e-07,5.14,1,0.0478,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Hypotha...,AC011330.5,5.00463,5.6e-07,-0.615,0,0.000315,15:44198049-15:46618294
chr15:43955852-43976537,GTEx Nucleus...,AC011330.5,4.88749,1.02e-06,5.11,1,0.0407,15:42776399-15:44198049
chr15:43955852-43976537,GTEx Nucleus...,AC011330.5,4.88749,1.02e-06,-1.12,0,0.00116,15:44198049-15:46618294
chr15:43991686-44010016,GTEx Adrenal...,STRCP1,-5.098,3.43e-07,-4.86,1,0.012,15:42776399-15:44198049
chr15:43991686-44010016,GTEx Thyroid,STRCP1,-4.94831,7.49e-07,-4.71,1,0.00637,15:42776399-15:44198049
chr15:43991686-44010016,GTEx Thyroid,STRCP1,-4.94831,7.49e-07,-1.53,0,0.000527,15:44198049-15:46618294
chr15:44019116-44039292,GTEx Pituita...,CATSPER2P1,-5.22264,1.76e-07,-2.79,0,0.000316,15:42776399-15:44198049
chr15:44019116-44039292,GTEx Pituita...,CATSPER2P1,-5.22264,1.76e-07,-3.16,1,0.0181,15:44198049-15:46618294
chr15:44038590-44065477,GTEx Cerebel...,PDIA3,4.875,1.09e-06,4.95,1,0.0187,15:42776399-15:44198049
chr15:44038590-44065477,GTEx Cerebel...,PDIA3,4.875,1.09e-06,1.12,0,0.000356,15:44198049-15:46618294
chr15:44065502-44069741,GTEx Cerebel...,ELL3,5.4175,6.04e-08,3.63,0,0.000665,15:42776399-15:44198049
chr15:44065502-44069741,GTEx Cerebel...,ELL3,5.4175,6.04e-08,2.63,0,0.00401,15:44198049-15:46618294
chr15:44119161-44160617,PsychENCODE,WDR76,-4.864,1.15e-06,-0.683,0,0.000253,15:44198049-15:46618294
chr15:63796793-63886839,PsychENCODE,USP3,6.81995,9.11e-12,6.93,1,1,15:63215222-15:65104668
chr15:74032140-74043816,CMC DLPFC Sp...,C15orf59,6.73884,1.6e-11,6.67,1,0.401,15:73628714-15:76398392
chr15:74032140-74043816,CMC DLPFC Sp...,C15orf59,-6.45045,1.12e-10,-6.27,1,0.152,15:73628714-15:76398392
chr15:74032141-74045088,GTEx Cortex,C15orf59,-6.2314,4.62e-10,0.145,0,0.000162,15:71922649-15:73628714
chr15:74032141-74045088,GTEx Cortex,C15orf59,-6.2314,4.62e-10,-6.85,1,0.38,15:73628714-15:76398392
chr15:74060555-74061978,GTEx ACC ,RP11-8P11.3,6.259,3.87e-10,-0.162,0,0.000162,15:71922649-15:73628714
chr15:74060555-74061978,GTEx ACC ,RP11-8P11.3,6.259,3.87e-10,6.36,1,0.0724,15:73628714-15:76398392
chr15:74200424-74220589,PsychENCODE,LOXL1-AS1,-5.83961,5.23e-09,-5.42,1,0.101,15:73628714-15:76398392
chr15:74200424-74220589,GTEx Thyroid,LOXL1-AS1,-6.24361,4.28e-10,-5.46,1,0.0793,15:73628714-15:76398392
chr15:74200424-74220589,GTEx Whole B...,LOXL1-AS1,-6.51721,7.16e-11,-6.47,1,0.568,15:73628714-15:76398392
chr15:88419987-88799962,CMC DLPFC Sp...,NTRK3,5.76072,8.38e-09,1.23,0,0.000327,15:86653291-15:88369881
chr15:88419987-88799962,CMC DLPFC Sp...,NTRK3,5.76072,8.38e-09,5.36,1,0.996,15:88370262-15:90475440
chr15:91411822-91426688,PsychENCODE,FURIN,-9.2453,2.35e-20,-8.83,0,0.000326,15:90475963-15:92164207
chr15:91411822-91426688,YFS Blood,FURIN,6.809,9.83e-12,7.03,0,7.33e-05,15:90475963-15:92164207
chr15:91411884-91426687,CMC DLPFC,FURIN,-11.512,1.15e-30,-11,1,1,15:90475963-15:92164207
chr15:91426925-91439006,GTEx Adrenal...,FES,4.9528,7.32e-07,5.23,0,0.00192,15:90475963-15:92164207
chr15:91426925-91439006,GTEx Thyroid,FES,5.82602,5.68e-09,5.74,0,7.01e-05,15:90475963-15:92164207
chr15:91426925-91439006,GTEx Whole B...,FES,5.30419,1.13e-07,5.76,0,0.000122,15:90475963-15:92164207
chr15:91426925-91439006,YFS Blood,FES,5.692,1.26e-08,6.11,0,7.48e-05,15:90475963-15:92164207
chr15:91541646-91565833,YFS Blood,VPS33B,-4.932,8.14e-07,-4.82,0,0.0436,15:90475963-15:92164207
chr16:21608539-21668794,GTEx Whole B...,METTL9,-5.74548,9.17e-09,-5.64,1,0.0322,16:20150571-16:22448267
chr16:21638063-21638723,GTEx Whole B...,CTB-31N19.3,-6.32468,2.54e-10,-6.19,1,0.966,16:20150571-16:22448267
chr16:21651924-21663981,NTR Blood,IGSF6,-6.4328,1.25e-10,-3.72,1,0.464,16:20150571-16:22448267
chr16:21689834-21772050,CMC DLPFC,OTOA,5.0533,4.34e-07,3.6,0,0.000265,16:20150571-16:22448267
chr16:21995186-22012433,GTEx Hypotha...,PDZD9,-5.5747,2.48e-08,-4.95,0,0.000999,16:20150571-16:22448267
chr16:30036024-30064299,GTEx Adrenal...,FAM57B,5.5244,3.31e-08,5.26,1,0.673,16:29036613-16:31382832
chr16:51796430-51807084,GTEx Thyroid,RP11-7O14.1,5.22914,1.7e-07,6.04,1,1,16:49008044-16:52035823
chr16:51796430-51807084,GTEx Thyroid,RP11-7O14.1,5.22914,1.7e-07,-2.18,0,0.00169,16:52035823-16:53382572
chr16:56395363-56459450,CMC DLPFC,AMFR,5.554,2.79e-08,5.13,1,0.357,16:55903774-16:57664330
chr16:56395364-56459450,YFS Blood,AMFR,-5.2503,1.52e-07,-5.17,1,0.293,16:55903774-16:57664330
chr16:56485402-56513012,GTEx Whole B...,OGFOD1,5.208,1.91e-07,5.13,1,0.193,16:55903774-16:57664330
chr16:56500748-56554195,GTEx Cerebel...,BBS2,4.9351,8.01e-07,4.76,1,0.0518,16:55903774-16:57664330
chr16:69373571-69377014,GTEx Cerebel...,NIP7,-5.9773,2.27e-09,-5.95,1,0.886,16:68841619-16:71053989
chr16:69598997-69738569,GTEx Thyroid,NFAT5,5.61505,1.97e-08,5.43,1,0.0999,16:68841619-16:71053989
chr16:69740899-69760854,GTEx Nucleus...,NQO1,-5.218,1.81e-07,-3.78,1,0.00592,16:68841619-16:71053989
chr16:70286198-70323446,GTEx Amygdal...,AARS,5.218,1.81e-07,4.98,1,0.0716,16:68841619-16:71053989
chr16:71499845-71598992,GTEx Adrenal...,ZNF19,5.376,7.62e-08,5.21,0,0.00112,16:71054116-16:72935146
chr16:71660055-71675868,CMC DLPFC,MARVELD3,-4.9892,6.06e-07,-4.83,0,0.00247,16:71054116-16:72935146
chr16:71660064-71676017,GTEx Hypotha...,MARVELD3,-4.9697,6.7e-07,-4.93,0,0.000366,16:71054116-16:72935146
chr16:71660064-71676017,PsychENCODE,MARVELD3,-5.20993,1.89e-07,-5.12,0,0.00109,16:71054116-16:72935146
chr16:71762913-71843104,PsychENCODE,AP1G1,-5.51198,3.55e-08,-5.36,1,0.0103,16:71054116-16:72935146
chr16:71919136-71962913,GTEx Adrenal...,IST1,-5.129,2.91e-07,-4.83,0,0.000825,16:71054116-16:72935146
chr16:71919136-71962913,GTEx Thyroid,IST1,-5.42,5.96e-08,-5.91,1,0.0101,16:71054116-16:72935146
chr16:71928322-71962906,NTR Blood,KIAA0174,-5.371,7.83e-08,-4.63,0,0.000312,16:71054116-16:72935146
chr16:71963441-72033877,GTEx Pituita...,PKD1L3,-5.0374,4.72e-07,-4.91,0,0.00166,16:71054116-16:72935146
chr16:72146056-72210777,PsychENCODE,PMFBP1,-6.27895,3.41e-10,-6.69,1,0.985,16:71054116-16:72935146
chr17:7743222-7758114,PsychENCODE,KDM6B,-5.270507,1.36e-07,-0.934,0,0.000386,17:5741334-17:7316709
chr17:7743222-7758114,PsychENCODE,KDM6B,-5.270507,1.36e-07,-4.75,1,0.0791,17:7317490-17:8305641
chr17:8062467-8066864,GTEx Caudate...,VAMP2,5.178,2.24e-07,5.32,1,0.0491,17:7317490-17:8305641
chr17:8062467-8066864,GTEx Substan...,VAMP2,5.641,1.69e-08,5.77,1,0.15,17:7317490-17:8305641
chr17:8062467-8066864,GTEx Pituita...,VAMP2,5.178,2.24e-07,4.94,0,0.00909,17:7317490-17:8305641
chr17:8128139-8128798,GTEx Hippoca...,RP11-849F2.8,4.998,5.79e-07,5.03,0,0.00349,17:7317490-17:8305641
chr17:8128139-8128798,GTEx Thyroid,RP11-849F2.8,5.259254,1.45e-07,5.13,1,0.0139,17:7317490-17:8305641
chr17:8128139-8128798,GTEx Whole B...,RP11-849F2.8,5.39601,6.81e-08,5.26,1,0.0279,17:7317490-17:8305641
chr17:8130191-8151362,GTEx Whole B...,CTC1,5.2953,1.19e-07,5.16,1,0.019,17:7317490-17:8305641
chr17:27400527-27507407,CMC DLPFC Sp...,MYO18A,5.044,4.56e-07,4.81,0,0.00073,17:27334244-17:29786491
chr17:27400527-27507407,CMC DLPFC Sp...,MYO18A,4.99144,5.99e-07,3.32,1,0.0314,17:21290357-17:27334244
chr17:27400527-27507407,CMC DLPFC Sp...,MYO18A,4.99144,5.99e-07,4.23,0,0.000304,17:27334244-17:29786491
chr17:27400527-27507407,CMC DLPFC Sp...,MYO18A,5.044,4.56e-07,2.34,0,0.00283,17:21290357-17:27334244
chr17:27400527-27507407,CMC DLPFC Sp...,MYO18A,5.044,4.56e-07,4.39,0,0.000246,17:27334244-17:29786491
chr17:27401933-27405875,GTEx ACC ,TIAF1,-4.9714,6.65e-07,-4.74,0,0.000627,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Caudate...,TIAF1,-5.034,4.8e-07,-4.79,0,0.000703,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Cerebel...,TIAF1,-5.113,3.17e-07,-4.99,0,0.00111,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Frontal...,TIAF1,-5.034,4.8e-07,-5.07,0,0.00154,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Hippoca...,TIAF1,-5.381,7.41e-08,-5.57,1,0.0237,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Hypotha...,TIAF1,-5.108,3.26e-07,-4.81,0,0.000878,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Nucleus...,TIAF1,-5.06,4.19e-07,-4.74,0,0.000767,17:27334244-17:29786491
chr17:27401933-27405875,GTEx Putamen...,TIAF1,-5.108,3.26e-07,0.793,0,0.000306,17:21290357-17:27334244
chr17:27401933-27405875,GTEx Putamen...,TIAF1,-5.108,3.26e-07,-3.99,0,0.000229,17:27334244-17:29786491
chr17:32258151-32263225,PsychENCODE,RP11-17M24.1,-5.257886,1.46e-07,-5.15,1,0.991,17:31538425-17:32912798
chr17:38218445-38250120,CMC DLPFC Sp...,THRA,5.59831,2.16e-08,5.41,1,0.811,17:36809344-17:38877404
chr17:38218445-38250120,CMC DLPFC Sp...,THRA,-5.015,5.3e-07,-5.11,1,0.181,17:36809344-17:38877404
chr17:44839872-44910424,GTEx Cortex,WNT3,4.8373,1.32e-06,3.97,1,0.0425,17:43056905-17:45876022
chr17:44839872-44910424,GTEx Nucleus...,WNT3,4.9118,9.02e-07,4.74,1,0.149,17:43056905-17:45876022
chr17:45380832-45395986,GTEx Cerebel...,RP11-290H9.4,5.5728,2.51e-08,4.96,1,0.0239,17:43056905-17:45876022
chr17:45380832-45395986,GTEx Cerebel...,RP11-290H9.4,5.5728,2.51e-08,4.25,0,0.0012,17:45876022-17:47516523
chr17:45400656-45518678,GTEx Amygdal...,EFCAB13,-4.847,1.25e-06,-3.54,1,0.00191,17:43056905-17:45876022
chr17:45400656-45518678,GTEx Amygdal...,EFCAB13,-4.847,1.25e-06,-1.72,0,5.09e-05,17:45876022-17:47516523
chr17:45527934-45569858,GTEx Adrenal...,MRPL45P2,-5.139,2.76e-07,-4.81,1,0.0162,17:43056905-17:45876022
chr17:45527934-45569858,GTEx Hippoca...,MRPL45P2,-4.935,8.02e-07,-4.72,1,0.0132,17:43056905-17:45876022
chr17:45527934-45569858,GTEx Whole B...,MRPL45P2,-4.99479,5.89e-07,-5.48,1,0.449,17:43056905-17:45876022
chr17:45527934-45569858,GTEx Whole B...,MRPL45P2,-4.99479,5.89e-07,-1.04,0,2.44e-05,17:45876022-17:47516523
chr17:45600308-45700642,GTEx Amygdal...,NPEPPS,4.92942,8.25e-07,4.23,1,0.00785,17:43056905-17:45876022
chr17:45600308-45700642,GTEx Amygdal...,NPEPPS,4.92942,8.25e-07,3.12,0,0.000106,17:45876022-17:47516523
chr17:45600308-45700642,GTEx Cortex,NPEPPS,5.8214,5.84e-09,5.2,1,0.045,17:43056905-17:45876022
chr17:45600308-45700642,GTEx Cortex,NPEPPS,5.8214,5.84e-09,4,0,0.00088,17:45876022-17:47516523
chr17:45600322-45700642,CMC DLPFC Sp...,NPEPPS,-5.172,2.32e-07,-3.45,0,0.00117,17:43056905-17:45876022
chr17:45600322-45700642,CMC DLPFC Sp...,NPEPPS,-5.172,2.32e-07,-1.16,0,0.000134,17:45876022-17:47516523
chr17:45726842-45762871,PsychENCODE,KPNB1,5.349788,8.81e-08,4.88,1,0.02,17:43056905-17:45876022
chr17:45726842-45762871,PsychENCODE,KPNB1,5.349788,8.81e-08,3.44,0,6.96e-05,17:45876022-17:47516523
chr17:45726842-45762871,YFS Blood,KPNB1,-5.122,3.02e-07,-5.1,1,0.0884,17:43056905-17:45876022
chr17:45900490-45908896,NTR Blood,MRPL10,4.985,6.2e-07,4.54,1,0.211,17:45876022-17:47516523
chr17:45900638-45908900,GTEx Whole B...,MRPL10,6.18041,6.39e-10,3.71,1,0.00768,17:43056905-17:45876022
chr17:45900638-45908900,GTEx Whole B...,MRPL10,6.18041,6.39e-10,5.69,0,0.018,17:45876022-17:47516523
chr17:46147414-46178883,GTEx Whole B...,CBX1,-4.83471,1.33e-06,-4,1,0.00142,17:43056905-17:45876022
chr17:46147414-46178883,GTEx Whole B...,CBX1,-4.83471,1.33e-06,-3.73,0,3.47e-05,17:45876022-17:47516523
chr17:57187307-57232800,CMC DLPFC Sp...,SKA2,4.98623,6.16e-07,4.96,1,0.0353,17:55357541-17:57487512
chr17:57187307-57232800,CMC DLPFC Sp...,SKA2,4.98623,6.16e-07,-0.294,0,0.000239,17:57487512-17:59312457
chr17:57297828-57353328,GTEx Thyroid,GDPD1,5.189,2.11e-07,5.46,1,0.507,17:55357541-17:57487512
chr17:57784862-57917952,CMC DLPFC Sp...,VMP1,-4.86305,1.16e-06,-5.43,1,0.393,17:55357541-17:57487512
chr17:57784862-57917952,CMC DLPFC Sp...,VMP1,-4.86305,1.16e-06,-3.82,0,0.000931,17:57487512-17:59312457
chr17:57970447-58027925,GTEx Whole B...,RPS6KB1,5.37901,7.49e-08,-4.75,1,0.232,17:55357541-17:57487512
chr17:57970447-58027925,GTEx Whole B...,RPS6KB1,5.37901,7.49e-08,5.59,1,0.811,17:57487512-17:59312457
chr17:58029601-58042122,GTEx Thyroid,RNFT1,-5.222671,1.76e-07,-5.11,0,0.0697,17:57487512-17:59312457
chr17:58042193-58074333,GTEx Adrenal...,RP11-178C3.2,5.12417,2.99e-07,5.21,1,0.112,17:57487512-17:59312457
chr17:65821640-65980494,GTEx Cerebel...,BPTF,-4.852,1.22e-06,-2.89,0,0.000363,17:64800430-17:67858764
chr17:65821640-65980494,GTEx Cerebel...,BPTF,-5.355,8.56e-08,-5.05,0,0.000558,17:64800430-17:67858764
chr17:65987217-65989765,PsychENCODE,C17orf58,6.177,6.53e-10,6.06,1,0.0408,17:64800430-17:67858764
chr17:65989996-65992547,PsychENCODE,RP11-855A2.5,-5.472768,4.43e-08,-5.58,0,0.00446,17:64800430-17:67858764
chr17:66031635-66042958,GTEx Caudate...,KPNA2,-6.4923,8.46e-11,-6.51,1,0.586,17:64800430-17:67858764
chr17:66031635-66042958,GTEx Cortex,KPNA2,-7.025,2.14e-12,-6.36,1,0.231,17:64800430-17:67858764
chr17:66031635-66042958,PsychENCODE,KPNA2,-5.133531,2.84e-07,-5.03,0,0.000601,17:64800430-17:67858764
chr17:66031635-66042958,YFS Blood,KPNA2,-5.355,8.56e-08,-6.27,1,0.148,17:64800430-17:67858764
chr17:79993012-79995608,GTEx Adrenal...,DCXR,5.1804,2.21e-07,4.95,1,0.042,17:78837588-17:80034081
chr17:79993012-79995608,GTEx Adrenal...,DCXR,5.1804,2.21e-07,3.34,1,0.0263,17:80034443-17:81190053
chr17:79993012-79995608,GTEx Cerebel...,DCXR,5.16,2.47e-07,4.46,1,0.014,17:78837588-17:80034081
chr17:79993012-79995608,GTEx Cerebel...,DCXR,5.16,2.47e-07,2.43,0,0.00189,17:80034443-17:81190053
chr17:79993012-79995608,GTEx Cerebel...,DCXR,5.16,2.47e-07,5.21,1,0.158,17:78837588-17:80034081
chr17:79993012-79995608,GTEx Cerebel...,DCXR,5.16,2.47e-07,2.56,0,0.00296,17:80034443-17:81190053
chr17:79993012-79995608,PsychENCODE,DCXR,5.379802,7.46e-08,4.83,1,0.0432,17:78837588-17:80034081
chr17:79993012-79995608,PsychENCODE,DCXR,5.379802,7.46e-08,0.923,0,0.000218,17:80034443-17:81190053
chr17:79993012-79995608,GTEx Thyroid,DCXR,5.245261,1.56e-07,4.71,1,0.019,17:78837588-17:80034081
chr17:79993012-79995608,GTEx Thyroid,DCXR,5.245261,1.56e-07,3.04,1,0.00643,17:80034443-17:81190053
chr17:79993012-79995608,GTEx Whole B...,DCXR,5.16,2.47e-07,5.05,1,0.0659,17:78837588-17:80034081
chr17:79993756-79995573,CMC DLPFC Sp...,DCXR,-5.36155,8.25e-08,-5.23,1,0.165,17:78837588-17:80034081
chr17:80278900-80291950,GTEx Whole B...,SECTM1,4.87851,1.07e-06,3.32,0,0.000999,17:78837588-17:80034081
chr17:80278900-80291950,GTEx Whole B...,SECTM1,4.87851,1.07e-06,3.7,1,0.0184,17:80034443-17:81190053
chr18:21083433-21111771,CMC DLPFC,C18orf8,6.53219,6.48e-11,6.4,1,0.231,18:20649472-18:22996651
chr18:21083473-21110576,GTEx ACC ,C18orf8,5.495,3.91e-08,5.41,0,0.0014,18:20649472-18:22996651
chr18:21083473-21110576,GTEx Cerebel...,C18orf8,6.0783,1.21e-09,6.03,1,0.03,18:20649472-18:22996651
chr18:21083473-21110576,GTEx Cerebel...,C18orf8,6.1292,8.83e-10,6.08,1,0.0368,18:20649472-18:22996651
chr18:21083473-21110576,GTEx Cortex,C18orf8,6.217,5.07e-10,6.31,1,0.161,18:20649472-18:22996651
chr18:21083473-21110576,GTEx Frontal...,C18orf8,4.87171,1.11e-06,4.72,0,4e-04,18:20649472-18:22996651
chr18:21083473-21111746,PsychENCODE,C18orf8,6.445297,1.15e-10,6.46,1,0.355,18:20649472-18:22996651
chr18:21083473-21110576,GTEx Whole B...,C18orf8,6.3938,1.62e-10,6.3,1,0.155,18:20649472-18:22996651
chr18:21086148-21166862,GTEx Caudate...,NPC1,5.8262,5.67e-09,5.67,0,0.0042,18:20649472-18:22996651
chr18:21086148-21166862,GTEx Cerebel...,NPC1,5.6695,1.43e-08,5.57,0,0.00275,18:20649472-18:22996651
chr18:21086148-21166862,GTEx Cerebel...,NPC1,6.0689,1.29e-09,5.93,0,0.0176,18:20649472-18:22996651
chr18:21086148-21166862,GTEx Cortex,NPC1,5.495,3.91e-08,5.42,0,0.00162,18:20649472-18:22996651
chr18:21086148-21166862,PsychENCODE,NPC1,5.636281,1.74e-08,5.55,0,0.00361,18:20649472-18:22996651
chr18:21086148-21166862,GTEx Thyroid,NPC1,5.392,6.97e-08,5.38,0,0.00152,18:20649472-18:22996651
chr18:21111462-21166581,CMC DLPFC,NPC1,5.59702,2.18e-08,5.38,0,0.00183,18:20649472-18:22996651
chr18:21111462-21166581,CMC DLPFC Sp...,NPC1,5.484,4.16e-08,5.71,0,0.00448,18:20649472-18:22996651
chr18:31158540-31327399,CMC DLPFC Sp...,ASXL3,5.0263,5e-07,4.94,1,0.000617,18:30264698-18:31780067
chr18:31158540-31327399,CMC DLPFC Sp...,ASXL3,-4.9717,6.64e-07,-4.77,1,0.00142,18:30264698-18:31780067
chr18:31158540-31327399,CMC DLPFC Sp...,ASXL3,5.7891,7.08e-09,5.71,1,0.707,18:30264698-18:31780067
chr18:31158540-31327399,CMC DLPFC Sp...,ASXL3,6.006,1.9e-09,5.86,1,0.294,18:30264698-18:31780067
